"","[Effect of fu-zheng qu-xie on gastric disease infected with Campylobacter pyloridis]."," ","","","","1991-03-04T00:00:00Z","","2065393"
"","Presidential Address-1974 from explanation to action in psychosomatic medicine: the case of obesity."," ","","","","1975-08-30T00:00:00Z","","1178794"
"","Primary care podiatric medicine and entry level residency. The new millennium."," ","","","","1992-11-14T00:00:00Z","","1460572"
"","[Acute rheumatic fever]."," ","","","","1989-12-27T00:00:00Z","","2690271"
"","47-year-old woman with six-week history of lower extremity weakness and eosinophilia."," ","","","","1992-05-15T00:00:00Z","","1595277"
"","[Interdisciplinary advances in the area of prevention]."," ","","","","1985-07-15T00:00:00Z","","4036344"
"","Physician shortage in occupational and environmental medicine."," ","","","","1990-12-15T00:00:00Z","","2240921"
"","Grand cru versus generic: different approaches to altering the ratio of general internists to subspe"," ","","","","1991-01-01T00:00:00Z","","1983939"
"","Adolescent health care in a large multispecialty prepaid group practice. Who provides it and how wel"," ","","","","1992-06-15T00:00:00Z","","1615655"
"","[Tolfenamic acid versus paracetamol in migraine attacks. A double-blind study in general practice]."," ","","","","1989-09-18T00:00:00Z","","2678652"
"","Academic medicine as a public trust."," ","","","","1989-08-11T00:00:00Z","","2664241"
"","Family medicine in the undergraduate medical curriculum."," ","","","","1978-09-20T00:00:00Z","","690585"
"","A national study of internal medicine and its specialties: I. An overview of the practice of interna"," ","","","","1979-06-15T00:00:00Z","","443693"
"","A national model of faculty development in addiction medicine."," ","","","","1992-10-16T00:00:00Z","","1388535"
"","An operational model for teaching geriatric medicine in a family practice residency program."," ","","","","1977-06-01T00:00:00Z","","874437"
"","[The National Museum of Chilean Medicine: I. The Colonial period]."," ","","","","1989-09-28T00:00:00Z","","2519478"
"","Medical sociology for whom?"," ","","","","1977-12-21T00:00:00Z","","592896"
"","[Establishment of environmental medicine ambulatory/counseling facilities in public health offices--"," ","","","","1991-10-13T00:00:00Z","","1837597"
"","Voices from family medicine: Theodore Phillips. Interview by William B. Ventres and John J. Frey."," ","","","","1992-08-20T00:00:00Z","","1397818"
"","[Diuretics]."," ","","","","1990-08-01T00:00:00Z","","2219101"
"","[Significance of roentgenologic and nuclear medicine methods in diagnosis and operative indications "," ","","","","1976-03-01T00:00:00Z","","1265250"
"","Undergraduate education in rehabilitation medicine: trends in curriculum development and the impact "," ","","","","1976-11-01T00:00:00Z","","985050"
"","Students' evolving attitudes toward family medicine and specialty choices at one medical school."," ","","","","1991-10-16T00:00:00Z","","1910409"
"","Attitudes of house officers toward the autopsy."," ","","","","1990-03-20T00:00:00Z","","2313404"
"","[Medical theory and psychiatry]."," ","","","","1990-10-15T00:00:00Z","","2101552"
"","STFM--the future?"," ","","","","1990-10-26T00:00:00Z","","2262100"
"","[Nuclear-technical diagnosis procedures in clinical ophthalmology (author's transl)]."," ","","","","1978-01-27T00:00:00Z","","628186"
"","Molecular medicine."," ","","","","1990-10-10T00:00:00Z","","2249106"
"","Intraperitoneal radiocolloid imaging in dialysate leaks."," ","","","","1989-09-15T00:00:00Z","","2533877"
"","What is medicine?: towards a philosophical approach."," ","","","","1979-03-01T00:00:00Z","","372529"
"","The research component in the development of emergency medicine as a specialty."," ","","","","1977-01-21T00:00:00Z","","830946"
"","[Medical ethnology--what is it?]."," ","","","","1992-04-21T00:00:00Z","","1579780"
"","[Use of conventional and complementary medical care in patients with chronic non-cancerous pain]."," ","","","","1992-12-26T00:00:00Z","","1475658"
"","Career choices of physicians 15 years after entering medical school."," ","","","","1975-02-22T00:00:00Z","","1111897"
"","A national survey of grading systems used in medicine clerkships."," ","","","","1990-10-01T00:00:00Z","","2261039"
"","Occupational medicine specialists in the United States: a survey."," ","","","","1990-10-20T00:00:00Z","","2262828"
"","[Handicapped patients in a changing world and rehabilitation concerns]."," ","","","","1986-11-24T00:00:00Z","","2949353"
"","A brief overview of nuclear medicine in China."," ","","","","1989-04-21T00:00:00Z","","2711198"
"","The scientific basis of generalist medicine."," ","","","","1992-04-09T00:00:00Z","","1558590"
"","Resident interest in physical medicine and rehabilitation fellowships. Results of a survey."," ","","","","1991-12-15T00:00:00Z","","1741997"
"","Primary care research funding sources."," ","","","","1992-09-30T00:00:00Z","","1517725"
"","Geriatric training in family medicine: the natural history of a developing program."," ","","","","1979-01-01T00:00:00Z","","759552"
"","[Injuries in Vojvodina 1989]."," ","","","","1991-12-15T00:00:00Z","","1821454"
"","The structure of expert diagnostic knowledge in occupational medicine."," ","","","","1991-02-07T00:00:00Z","","1989431"
"","Bayesian reasoning in medicine: the contributions of Lee B. Lusted, MD."," ","","","","1991-04-24T00:00:00Z","","1865777"
"","[Insurance medicine and accident surgery]."," ","","","","1992-12-11T00:00:00Z","","1299296"
"","Preventive medicine residency training: a resident's perspective."," ","","","","1991-09-10T00:00:00Z","","1756063"
"","[The origin of internal medicine roentgen diagnosis in Leipzig. A contribution to the 575 year anniv"," ","","","","1990-04-15T00:00:00Z","","2198718"
"","Successful use of Chinese medicine and corticosteroid for pemphigus erythematosus (Senear-Usher synd"," ","","","","1979-06-10T00:00:00Z","","543490"
"","Instrumentation and data processing in cardiovascular nuclear medicine: evaluation of ventricular fu"," ","","","","1979-10-08T00:00:00Z","","531578"
"","Psychosomatic medicine in the seventies: an overview."," ","","","","1977-03-15T00:00:00Z","","320882"
"","Industrial rehabilitation medicine. 4. Assessment of the outcome of treatment in industrial medicine"," ","","","","1992-05-15T00:00:00Z","","1534006"
"","The art of public health medicine."," ","","","","1991-01-17T00:00:00Z","","2008501"
"","[Kant and medicine of enlightenment]."," ","","","","1990-09-27T00:00:00Z","","2145665"
"","Attitudes and patterns of practice: a comparison of graduates of a residency program in family medic"," ","","","","1978-10-01T00:00:00Z","","702073"
"","Undergraduate education in social and preventive medicine at the University of Rhodesia."," ","","","","1975-01-11T00:00:00Z","","1114400"
"","Voices from family medicine: Thomas Leaman. Interview by William B. Ventres and John J. Frey."," ","","","","1992-08-20T00:00:00Z","","1397831"
"","Psychosomatic medicine in Czechoslovakia: history, present state and perspectives."," ","","","","1991-11-20T00:00:00Z","","1778689"
"","On medical informatics."," ","","","","1989-04-26T00:00:00Z","","2725329"
"","Science and technology in the protection of human health and life."," ","","","","1977-11-19T00:00:00Z","","600884"
"","The importance of relating medicine and public health."," ","","","","1992-06-18T00:00:00Z","","1605163"
"","Increased use of pneumococcal vaccination in a medicine clinic following initiation of a quality ass"," ","","","","1992-03-03T00:00:00Z","","1564311"
"","Assessment of the Federal Grant Program for the Establishment of Departments of Family Medicine."," ","","","","1990-08-30T00:00:00Z","","2227168"
"","Chemistry--a scientific model for family medicine?"," ","","","","1989-12-01T00:00:00Z","","2592924"
"","[Transfusion commission and service recommendations for increasing efficiency in transfusion medicin"," ","","","","1990-09-01T00:00:00Z","","1703893"
"","Methodology reporting in three acute care journals: replication and reliability."," ","","","","1985-10-15T00:00:00Z","","4037480"
"","A comparison of the modified essay question and multiple choice question formats: their relationship"," ","","","","1989-08-20T00:00:00Z","","2792608"
"","Quality of care in family practice: does residency training make a difference?"," ","","","","1989-05-01T00:00:00Z","","2706590"
"","Implementing the Association of Teachers of Preventive Medicine's recommendations into the undergrad"," ","","","","1991-06-21T00:00:00Z","","2069649"
"","Anaesthesiology and transfusion medicine."," ","","","","1991-02-10T00:00:00Z","","2030047"
"","[Medicine as a science of actions: consequences for psychiatry]."," ","","","","1990-02-01T00:00:00Z","","2184641"
"","Medical student attitudes about internal medicine: a study of U.S. medical school seniors in 1988."," ","","","","1991-01-01T00:00:00Z","","1983927"
"","Ventilation-perfusion lung scanning and the diagnosis of pulmonary embolism: improvement of observer"," ","","","","1992-09-07T00:00:00Z","","1440485"
"","Factors influencing resident career choices in emergency medicine."," ","","","","1992-01-04T00:00:00Z","","1539887"
"","[Henry E. Sigerist: creation of medical historical study. An unpublished manuscript in the Zurich me"," ","","","","1989-08-30T00:00:00Z","","2673941"
"","Programs developed from concerns for women in medicine."," ","","","","1979-08-14T00:00:00Z","","381664"
"","Development of intensive care medicine in Germany."," ","","","","1991-06-15T00:00:00Z","","1878241"
"","[Humanitarian ideals and modern medicine]."," ","","","","1990-12-15T00:00:00Z","","2285952"
"","Radioactive contamination in hospitals from nuclear medicine patients."," ","","","","1992-05-20T00:00:00Z","","1559820"
"","Student clinical experiences in family medicine: a comparison of clerkships and preceptorships."," ","","","","1989-03-15T00:00:00Z","","2741730"
"","Symbols and selectivity: a statistical analysis of native American medical ethnobotany."," ","","","","1979-04-13T00:00:00Z","","94415"
"","Ballistocardiography: past, present and future."," ","","","","1979-09-16T00:00:00Z","","508258"
"","Strategy for defining the clinical content of family medicine."," ","","","","1977-03-28T00:00:00Z","","845566"
"","Development of the scintillation camera."," ","","","","1992-11-01T00:00:00Z","","1343222"
"","[AIDS disease and psychopathology--observations by the psychiatric consultation service of an intern"," ","","","","1989-11-20T00:00:00Z","","2599498"
"","[The history of bronchial asthma]."," ","","","","1992-10-20T00:00:00Z","","1440432"
"","[Attitudes towards the profession of medical students of the University of Navarra]."," ","","","","1990-09-19T00:00:00Z","","2130424"
"","Staff radiation doses associated with nuclear medicine procedures--a review of some recent measureme"," ","","","","1990-04-18T00:00:00Z","","2141925"
"","[Application of the Moore swab method to the isolation of Aeromonas spp. from residual waters]."," ","","","","1989-11-15T00:00:00Z","","2701185"
"","Fixation of cadaver eyes for surgical practice."," ","","","","1979-01-15T00:00:00Z","","434062"
"","An audit of obstetric care in a university family medicine department and an obstetrics-gynecology d"," ","","","","1976-08-25T00:00:00Z","","1053498"
"","Freidson then and now: an "internalist" critique of Freidson's past and present views of the medical"," ","","","","1992-07-20T00:00:00Z","","1644512"
"","The history of aviation medicine in Argentina."," ","","","","1990-10-15T00:00:00Z","","2241739"
"","Nuclear medicine in district general hospitals."," ","","","","1979-11-24T00:00:00Z","","519439"
"","Training the urban health care provider: one department's first steps."," ","","","","1992-11-11T00:00:00Z","","1428972"
"","[Clinical evaluation of traditional Chinese medicine for chronic idiopathic thrombocytopenic purpura"," ","","","","1992-02-05T00:00:00Z","","1635162"
"","Coverage and overlaps in bibliographic databases relevant to forensic medicine: a comparative analys"," ","","","","1990-01-15T00:00:00Z","","2403829"
"","Art, science and mathematics: new approaches to animal health problems in the agricultural industry."," ","","","","1985-09-14T00:00:00Z","","4060523"
"","Nuclear medicine comes of age: its present and future roles in diagnosis."," ","","","","1990-03-15T00:00:00Z","","2406775"
"","[Psychosomatic medicine -- does it have the right to exist as a separate discipline?]."," ","","","","1990-09-11T00:00:00Z","","2243910"
"","[Historical prerequisites for the development of clinical chemistry]."," ","","","","1989-02-03T00:00:00Z","","2646826"
"","General professional training in medicine."," ","","","","1975-11-15T00:00:00Z","","53447"
"","Psychosomatic medicine and consultation-liaison psychiatry: past, present, and future."," ","","","","1989-10-10T00:00:00Z","","2680877"
"","The psychiatrist in primary medical care training: a solution to the mind-body dichotomy?"," ","","","","1976-08-01T00:00:00Z","","942013"
"","[Dr. Alfonso María Thévenot. I. From France to Chile]."," ","","","","1990-09-09T00:00:00Z","","2152737"
"","Traditional medicine and biopsychosocial fulfillment in African health."," ","","","","1985-10-25T00:00:00Z","","4095589"
"","Training for rural practice in Australia 1990."," ","","","","1991-01-21T00:00:00Z","","1986187"
"","Academic emergency medicine in United States medical schools."," ","","","","1992-08-15T00:00:00Z","","1497163"
"","Changing the curriculum for internal medicine residency training."," ","","","","1992-06-15T00:00:00Z","","1586113"
"","Sport: assessing the risk."," ","","","","1977-08-20T00:00:00Z","","909501"
"","The evolution of geriatric medicine."," ","","","","1978-10-15T00:00:00Z","","701692"
"","Consultations in internal medicine: a training program resource."," ","","","","","","845915"
"","Subspecialists and internal medicine: a perspective."," ","","","","1991-01-01T00:00:00Z","","1983938"
"","National curricular guidelines for third-year family medicine clerkships. The Society of Teachers of"," ","","","","1991-09-14T00:00:00Z","","1883452"
"","A file format for the exchange of nuclear medicine image data: a specification of Interfile version "," ","","","","1992-09-03T00:00:00Z","","1448241"
"","Attitudes of the public to medical care: part 6. Pharmaceutical benefits."," ","","","","1975-07-23T00:00:00Z","","809735"
"","Attitudes of departments of medicine in the United States toward provision of internal medicine trai"," ","","","","1977-05-07T00:00:00Z","","558559"
"","[Ethics in daily practice of anesthesiology]."," ","","","","1990-10-15T00:00:00Z","","2099648"
"","Legal medicine in medical schools: a survey of the state of the art."," ","","","","1979-10-28T00:00:00Z","","490591"
"","Organization of cardiovascular nuclear medicine units."," ","","","","1976-11-23T00:00:00Z","","998515"
"","Factors influencing the pursuit of careers in academic medicine: a survey of MD-PhD residents in der"," ","","","","1992-02-05T00:00:00Z","","1732378"
"","Professional satisfaction of physicians."," ","","","","1989-09-01T00:00:00Z","","2774775"
"","[Internal medicine at the crossroads]."," ","","","","1990-09-09T00:00:00Z","","2224547"
"","["Polycystic disease": evaluation of the value of nuclear medicine. A case report (author's transl)]"," ","","","","1979-03-19T00:00:00Z","","441297"
"","Underwater medicine: a neglected area in Accident and Emergency specialist training."," ","","","","1991-06-15T00:00:00Z","","1751890"
"","[How one achieves the practice of medicine in Puerto Rico--1990]."," ","","","","1991-04-13T00:00:00Z","","1816770"
"","[The medicine chest of Roald Amundsen in 1914]."," ","","","","1990-12-10T00:00:00Z","","2281451"
"","Ward Burdick Award article. The Golden Age of American Medicine."," ","","","","1989-06-15T00:00:00Z","","2729185"
"","Who goes into family medicine?"," ","","","","1989-12-01T00:00:00Z","","2592925"
"","Current trends in Swiss hospital pediatrics (including pediatric surgery). Increasing importance of "," ","","","","1985-09-05T00:00:00Z","","4077565"
"","Recruiting interns and residents to an osteopathic medical training program."," ","","","","1992-05-19T00:00:00Z","","1601702"
"","[Use of Runac in patients with infections of the lower respiratory tract]."," ","","","","1990-12-15T00:00:00Z","","2101948"
"","[Leibniz and veterinary medicine--a contribution to Leibniz research]."," ","","","","1992-06-28T00:00:00Z","","1505366"
"","[Guarantees of the quality of the training of specialists in nuclear medicine]."," ","","","","1989-11-15T00:00:00Z","","2586262"
"","[Internal medicine: problems and perspectives]."," ","","","","1991-12-07T00:00:00Z","","1754863"
"","First American Board of Internal Medicine critical care examination: process and results."," ","","","","1989-07-15T00:00:00Z","","2736934"
"","The costs of commercial medicine."," ","","","","1990-12-05T00:00:00Z","","2291222"
"","[Why do cancer patients use alternative medicine?]."," ","","","","1991-07-09T00:00:00Z","","1882214"
"","Tswana medicine in interaction with biomedicine."," ","","","","1991-06-06T00:00:00Z","","1887280"
"","[Basis for changes in medical education]."," ","","","","1992-01-28T00:00:00Z","","1305316"
"","Medical oncology: the new subspecialty."," ","","","","1975-10-10T00:00:00Z","","1232526"
"","A survey to identify deficiencies in transfusion medicine education."," ","","","","1989-04-28T00:00:00Z","","2923650"
"","Physicians as employees of the pharmaceutical industry."," ","","","","1985-08-16T00:00:00Z","","4029241"
"","The dimensions of sports medicine."," ","","","","1974-05-18T00:00:00Z","","4829842"
"","The clinical gerontologist."," ","","","","1976-10-27T00:00:00Z","","965674"
"","The need for teaching philosophy in medical education."," ","","","","1991-12-23T00:00:00Z","","1801304"
"","[Multi-axial diagnosis in psychosomatic medicine and psychotherapy--a report of experiences]."," ","","","","1990-09-08T00:00:00Z","","2288172"
"","Integration of family medicine into university teaching hospital in Israel: a pilot project."," ","","","","1974-01-05T00:00:00Z","","4808820"
"","[Teaching forensic medicine after the reorganization of higher medical education]."," ","","","","","","2728079"
"","Fellowship training in academic general internal medicine: a curriculum survey."," ","","","","1991-09-01T00:00:00Z","","1744764"
"","Teaching the psychiatric aspects of medicine: report of a successful pilot experience."," ","","","","1977-12-28T00:00:00Z","","606112"
"","Place of the indigenous and the western systems of medicine in the health services of India."," ","","","","1979-04-15T00:00:00Z","","468442"
"","Geriatrics and internal medicine."," ","","","","1979-12-01T00:00:00Z","","517892"
"","A course in anatomy for emergency medicine residents."," ","","","","1985-12-27T00:00:00Z","","4093561"
"","The role and responsibilities of a department of medicine in a school of dentistry."," ","","","","1979-06-27T00:00:00Z","","287708"
"","Primary care within the academic tradition."," ","","","","1975-09-01T00:00:00Z","","1173918"
"","Ambulatory-based residency education: improving the congruence of teaching, learning, and patient ca"," ","","","","1992-06-15T00:00:00Z","","1586119"
"","Geriatrics in residency programs."," ","","","","1990-06-01T00:00:00Z","","2372346"
"","[Accomplishment of health promotion in municipalities]."," ","","","","1991-05-10T00:00:00Z","","2042190"
"","Trends in medical knowledge as assessed by the certifying examination in internal medicine."," ","","","","1989-11-03T00:00:00Z","","2795825"
"","The effect on grades of the timing and site of third-year internal medicine clerkships."," ","","","","1990-11-14T00:00:00Z","","2102104"
"","[Meaning of the "scientific validity clause" of private hospital insurance (section 5/1 f MB/KK 76)."," ","","","","1991-10-01T00:00:00Z","","1750152"
"","Pediatric Emergency Medicine Fellowship survey: 1991-1992."," ","","","","1992-12-11T00:00:00Z","","1454640"
"","The unlinked anonymous HIV prevalence monitoring programme in England and Wales: preliminary results"," ","","","","1991-06-21T00:00:00Z","","1669780"
"","Computers in nuclear medicine: introductory concepts."," ","","","","1978-04-22T00:00:00Z","","684438"
"","[The treatment of lower leg fractures with Meng He's external fixator]."," ","","","","1990-04-02T00:00:00Z","","2345934"
"","[General practice: between academic medicine and alternative medicine?]."," ","","","","1991-02-05T00:00:00Z","","2003170"
"","Autonomous departments of emergency medicine in contemporary academic medical centers."," ","","","","1991-06-15T00:00:00Z","","2039110"
"","Geriatric medicine in the United States. The current activities of former trainees."," ","","","","1989-03-01T00:00:00Z","","2918199"
"","Pediatric emergency medicine: a developing subspecialty."," ","","","","1989-08-09T00:00:00Z","","2748264"
"","[We need a renaissance of the community physician]."," ","","","","1989-11-01T00:00:00Z","","2624979"
"","A new faculty training model for countries developing academic family medicine programs."," ","","","","1990-05-15T00:00:00Z","","2337440"
"","[Function and tasks of a psychiatric unit for children and adolescents at a regional hospital]."," ","","","","1989-11-30T00:00:00Z","","2609309"
"","Toward a comprehensive geriatric educational experience."," ","","","","1979-07-15T00:00:00Z","","447998"
"","The Yale Affiliated Hospital Program in Internal Medicine. I. Organization, goals and plans."," ","","","","","","610055"
"","Teaching interviewing skills: the effect of instructors' academic department."," ","","","","1992-03-16T00:00:00Z","","1608330"
"","A short history of medical degrees in the University of Aberdeen."," ","","","","1990-08-20T00:00:00Z","","2237392"
"","Objectives to direct the training of emergency medicine residents in off-service rotations: plastic "," ","","","","1990-08-25T00:00:00Z","","2373846"
"","Medication and transitional phenomena."," ","","","","1985-11-19T00:00:00Z","","4086185"
"","[Status and perspectives of pathology from the aspect of comparative medicine]."," ","","","","1991-06-18T00:00:00Z","","1913927"
"","The traditional therapeutic system in Morocco."," ","","","","1985-07-07T00:00:00Z","","4058032"
"","Stroke rehabilitation: a geropsychological perspective."," ","","","","1990-10-01T00:00:00Z","","2222162"
"","Postgraduate medical training and certification at the National University of Singapore."," ","","","","1989-04-30T00:00:00Z","","2692179"
"","Osteopathic medicine and primary care practice: plan or serendipity?"," ","","","","1990-12-15T00:00:00Z","","2252519"
"","Doctoring as business: a study of entrepreneurial medicine in Nigeria."," ","","","","1990-08-14T00:00:00Z","","2233175"
"","Traditional medicine and the modern medical curriculum."," ","","","","1986-07-26T00:00:00Z","","2873447"
"","[The resident in family and community medicine views his specialization. II]."," ","","","","1991-09-30T00:00:00Z","","1801167"
"","Curriculum at the Scholl College. Toward mainstream medical education."," ","","","","1992-06-15T00:00:00Z","","1517983"
"","[The use of radioisotopes in hospital nuclear medicine in the Province of Brescia (author's transl)]"," ","","","","1976-12-30T00:00:00Z","","800284"
"","[Thyroid diseases. Impulses for the ORL-physician]."," ","","","","1978-04-04T00:00:00Z","","640873"
"","[Internal medicine today--and tomorrow?]."," ","","","","1992-12-26T00:00:00Z","","1475655"
"","[Thin layer chromatography for identification of 9 species of traditional Chinese medicine in baihe "," ","","","","1992-07-04T00:00:00Z","","1445644"
"","[Physical medicine--a field between empiricism and science]."," ","","","","1991-08-10T00:00:00Z","","1926880"
"","The doctors in Shakespeare's plays. Part One."," ","","","","1990-02-03T00:00:00Z","","2181986"
"","Family medicine in perspective."," ","","","","1975-07-24T00:00:00Z","","1134530"
"","[Medicine's helplessness. 1. All-powerful ambitions]."," ","","","","1990-01-21T00:00:00Z","","2300436"
"","[An integrated course in occupational medicine. A proposed teaching program based on the new organiz"," ","","","","1991-10-23T00:00:00Z","","1770876"
"","[The responsibility of medicine doctor (author's transl)]."," ","","","","1977-06-10T00:00:00Z","","330934"
"","Acupuncture in otolaryngology."," ","","","","1975-07-31T00:00:00Z","","1190117"
"","Health risk appraisal in primary care."," ","","","","1985-09-26T00:00:00Z","","2999857"
"","A new intestinal fluke, Plagiorchis harinasutai n.sp."," ","","","","1989-03-08T00:00:00Z","","2772695"
"","[The present status and problems of repatriation in France]."," ","","","","1990-12-15T00:00:00Z","","2098603"
"","[Can meta-medicine bridge the gap between para-medicine and so-called school medicine?]."," ","","","","1990-02-28T00:00:00Z","","2183474"
"","Medicine and dialogue."," ","","","","1990-06-15T00:00:00Z","","2203868"
"","Teaching geriatric care: report on an experimental second-year elective."," ","","","","1978-03-01T00:00:00Z","","632769"
"","Alternative therapy for atopic dermatitis and psoriasis: patient-reported motivation, information so"," ","","","","1990-10-31T00:00:00Z","","1980978"
"","The teaching social worker in family medicine: a prototype for the hospital social worker?"," ","","","","1979-07-28T00:00:00Z","","494054"
"","The business of good doctoring or doctoring as good business: reflections on Freidson's view of the "," ","","","","1977-04-30T00:00:00Z","","885658"
"","One hundred years of clinical preventive medicine in America."," ","","","","1989-03-25T00:00:00Z","","2649908"
"","[Evaluation of social medicine expert assessment]."," ","","","","1989-10-20T00:00:00Z","","2531310"
"","[Brief psychotherapy in clinical medicine patients]."," ","","","","1992-12-01T00:00:00Z","","1288068"
"","Meeting the goals of academia: characteristics of emergency medicine faculty academic work styles."," ","","","","1992-03-01T00:00:00Z","","1536491"
"","Graded exercise stress test training in family practice and internal medicine residencies."," ","","","","1989-11-01T00:00:00Z","","2809527"
"","The social implications of questionable cancer therapies."," ","","","","1989-12-29T00:00:00Z","","2513103"
"","Faculty attrition among three specialties."," ","","","","1991-01-11T00:00:00Z","","1984720"
"","[Quality of life]."," ","","","","1991-08-07T00:00:00Z","","1921860"
"","[Concept: occupational medicine 2000]."," ","","","","1989-11-25T00:00:00Z","","2595613"
"","Eastern and western approaches to medicine."," ","","","","1978-06-15T00:00:00Z","","664653"
"","The social implications of questionable cancer therapies."," ","","","","1989-04-01T00:00:00Z","","2920353"
"","Emergency, emergentology, emergentologist."," ","","","","1978-01-06T00:00:00Z","","619170"
"","Chemical engineering in medicine in North America."," ","","","","1978-03-16T00:00:00Z","","264211"
"","[Suicide in psychologically healthy patients]."," ","","","","1992-08-01T00:00:00Z","","1509642"
"","Using the cooperative extension service in agricultural health education."," ","","","","1991-11-02T00:00:00Z","","1948532"
"","Plants used by Mexican traditional medicine with presumable sedative properties: an ethnobotanical a"," ","","","","1992-09-15T00:00:00Z","","1308799"
"","Ethical and legal dilemmas in medicine: an introduction for medical students."," ","","","","1991-05-15T00:00:00Z","","2072187"
"","[Knidos as the center of early scientific medicine in ancient Greece]."," ","","","","1989-08-30T00:00:00Z","","2673939"
"","Why medicine residencies?"," ","","","","1989-05-12T00:00:00Z","","2717987"
"","The crisis of the western system of medicine in contemporary capitalism."," ","","","","1978-02-17T00:00:00Z","","640764"
"","Sir William Osler--contrasts between the saint-like legend and the rough-edged man."," ","","","","1992-11-02T00:00:00Z","","1461107"
"","Blueprint for a research career in general internal medicine."," ","","","","1991-07-15T00:00:00Z","","1890506"
"","Characteristics and distribution of nuclear medicine physicians."," ","","","","1992-07-20T00:00:00Z","","1644556"
"","Community responsive medicine: defining an academic discipline."," ","","","","1991-11-25T00:00:00Z","","1750451"
"","Quality of alternative medicine--complications and avoidable deaths."," ","","","","1990-12-17T00:00:00Z","","2103876"
"","Objectives to direct the training of emergency medicine residents on off-service rotations: electroc"," ","","","","1991-11-15T00:00:00Z","","1955691"
"","[The distaff philosophy in folk medicine animal science]."," ","","","","1991-06-13T00:00:00Z","","1889363"
"","[The use of the principles of military field surgery in rendering medical care to the victims during"," ","","","","1991-06-01T00:00:00Z","","1835216"
"","Human rights in medicine and law."," ","","","","1989-02-05T00:00:00Z","","2493545"
"","The history of occupational medicine."," ","","","","1987-07-16T00:00:00Z","","2955868"
"","[Technic of nucleic acid hybridization and its significance for diagnostic problems]."," ","","","","1987-03-04T00:00:00Z","","2437460"
"","Success strategies for departments of family medicine."," ","","","","1991-12-25T00:00:00Z","","1767695"
"","Public health aspects of a refugee camp."," ","","","","1991-06-01T00:00:00Z","","1861262"
"","A larger perspective on the Flexner report."," ","","","","1975-07-15T00:00:00Z","","780286"
"","The George M. Kober lecture: a genetical view of modern medicine."," ","","","","1977-03-14T00:00:00Z","","565552"
"","Training and education in occupational health in China."," ","","","","1989-08-01T00:00:00Z","","2803848"
"","The earliest medical texts."," ","","","","1988-07-15T00:00:00Z","","2463895"
"","The development of an information resource center for academic family medicine."," ","","","","1989-05-17T00:00:00Z","","2753260"
"","Toward establishing scientific credibility in acupuncture research."," ","","","","","","459975"
"","The organization of a postgraduate training course for medical advisers in the pharmaceutical indust"," ","","","","1976-07-27T00:00:00Z","","958024"
"","Food sanitation and air safety."," ","","","","1976-10-25T00:00:00Z","","985287"
"","[SI units in medicine]."," ","","","","1976-03-15T00:00:00Z","","1275974"
"","Outer space medicine and relevant ongoing biomedical research."," ","","","","1979-03-15T00:00:00Z","","439154"
"","SI units."," ","","","","1979-03-28T00:00:00Z","","378538"
"","Academic manpower in dermatology."," ","","","","1977-10-01T00:00:00Z","","911162"
"","Philosophy of medicine--from a medical perspective."," ","","","","1992-03-05T00:00:00Z","","1604435"
"","Family medicine education in Canada."," ","","","","1992-10-25T00:00:00Z","","1448348"
"","[Medicine and archaeology: comparison of methods]."," ","","","","1990-05-10T00:00:00Z","","2249142"
"","A guide to Tibetan medical urinalysis."," ","","","","1986-03-01T00:00:00Z","","2872777"
"","A science of individuals: medicine and casuistry."," ","","","","1989-04-20T00:00:00Z","","2769113"
"","Geriatric training in emergency medicine residency programs."," ","","","","1992-07-15T00:00:00Z","","1610040"
"","Clinical problem solving and the biopsychosocial model."," ","","","","1992-10-01T00:00:00Z","","1530068"
"","Preventive cardiology education and practice in residency training: residents' attitudes, perception"," ","","","","1990-08-01T00:00:00Z","","2383415"
"","Teaching risk-factor counseling skills to medical students, house staff, and fellows."," ","","","","1990-08-01T00:00:00Z","","2383411"
"","[Continuing education and residency program of occupational medicine in U. S. A]."," ","","","","1989-03-01T00:00:00Z","","2717834"
"","Skills and procedures in emergency medicine: room for controversy."," ","","","","1978-05-30T00:00:00Z","","651073"
"","[Treatment of IgA nephropathy by integrated traditional and Western medicine]."," ","","","","1992-01-15T00:00:00Z","","1627942"
"","The current cost of nuclear medicine."," ","","","","1990-08-10T00:00:00Z","","2216183"
"","Development of competence in clerkship."," ","","","","1990-08-14T00:00:00Z","","2233181"
"","Clinical interpretation: the hermeneutics of medicine."," ","","","","1990-03-05T00:00:00Z","","2339336"
"","A postgraduate training course to prepare doctors for decision-making related to health authorities'"," ","","","","1991-05-10T00:00:00Z","","1857282"
"","[Integration of psychosomatics to internal medicine (author's transl)]."," ","","","","1979-06-15T00:00:00Z","","547695"
"","Practice randomization and clinical research. The Indiana experience."," ","","","","1991-07-20T00:00:00Z","","1857137"
"","The residency in podiatric medicine. A brief historical overview."," ","","","","1992-11-14T00:00:00Z","","1460571"
"","Vocational Rehabilitation Index assessment of rehabilitation medicine service patients."," ","","","","1991-09-15T00:00:00Z","","1917801"
"","A joint course in emergency radiology for residents in radiology and in emergency medicine."," ","","","","1990-11-30T00:00:00Z","","2254063"
"","[Conventional school medicine--alternative medicine: one or both? A personal viewpoint]."," ","","","","1989-08-22T00:00:00Z","","2678365"
