"","A Sensitive SV40 Viral Probe Assay for DNA Strand Breaks and Their Biological Repair in Higher Cells","Robert E. Krisch 	Patricia M. Tan 	Maryann B. Flick ","","","","1985-01-03T00:00:00Z","","3576401"
"","DNA Gyrase: Subunit Structure and ATPase Activity of the Purified Enzyme","Kiyoshi Mizuuchi 	Mary H. O'Dea 	Martin Gellert ","","","","1978-01-03T00:00:00Z","","68878"
"","Specific Binding of a Cellular DNA Replication Protein to the Origin of Replication of Adenovirus DN","Kyosuke Nagata 	Ronald A. Guggenheimer 	Jerard Hurwitz ","","","","1983-01-03T00:00:00Z","","23021"
"","Ability of RecA Protein to Promote a Search for Rare Sequences in Duplex DNA","Saul M. Honigberg 	B. Jagadeeshwar Rao 	Charles M. Radding ","","","","1986-01-03T00:00:00Z","","28668"
"","Disentangling DNA during Replication: A Tale of Two Strands","Christine D. Hardy 	Nancy J. Crisona 	Michael D. Stone ","","","","2004-01-03T00:00:00Z","","4142278"
"","Studies of DNA Replication in vivo, II. Evidence for the Second Intermediate","M. Oishi ","","","","1968-01-03T00:00:00Z","","58523"
"","Site-Specific Interaction of DNA Gyrase with DNA","L. Mark Fisher 	Kiyoshi Mizuuchi 	Mary H. O'Dea ","","","","1981-01-03T00:00:00Z","","10572"
"","Activation and Autoregulation of DNA-PK from Structured Single-Stranded DNA and Coding End Hairpins","Sébastien Soubeyrand 	Heather Torrance 	Ward Giffin ","","","","2001-01-03T00:00:00Z","","3056399"
"","Novobiocin and Coumermycin Inhibit DNA Supercoiling Catalyzed by DNA Gyrase","Martin Gellert 	Mary H. O'Dea 	Tateo Itoh ","","","","1976-01-03T00:00:00Z","","66137"
"","The Effect of Packing and Conformation on Free Radical Yields in Films of Variably Hydrated DNA","Michael T. Milano 	William A. Bernhard ","","","","1999-01-03T00:00:00Z","","3579745"
"","Crystal Structure of the Dna-Recognition Component of the Bacterial Virus Sf6 Genome-Packaging Machi","Haiyan Zhao 	Casey J. Finch 	Reuben D. Sequeira ","","","","2010-01-03T00:00:00Z","","40536518"
"","Identification of an Intracellular Precursor to DNA Excreted by Human Lymphocytes","John C. Rogers ","","","","1976-01-03T00:00:00Z","","65703"
"","Amount, Location, Priming Capacity, Circularity and Other Properties of Cytoplasmic DNA in Sea Urchi","Lajos Pikó 	Albert Tyler 	Jerome Vinograd ","","","","1967-01-03T00:00:00Z","","1539879"
"","Radioimmune Assay of Induction and Removal of uv Lesions in Total and Staphylococcal Nuclease-Resist","L. C. McConlogue 	J. F. Ward 	H. L. Lewis ","","","","1982-01-03T00:00:00Z","","3575783"
"","Probing Nucleation, Reverse Annealing, and Chaperone Function along the Reaction Path of HIV-1 Singl","Yining Zeng 	Hsiao-Wei Liu 	Christy F. Landes ","","","","2007-01-03T00:00:00Z","","25436359"
"","Asbestos Fibers Mediate Transformation of Monkey Cells by Exogenous Plasmid DNA","Jill D. Appel 	Thomas M. Fasy 	D. Stave Kohtz ","","","","1988-01-03T00:00:00Z","","33006"
"","Platinum Anticancer Drug Damage Enforces a Particular Rotational Setting of DNA in Nucleosomes","Andrew J. Danford 	Dong Wang 	Qun Wang ","","","","2005-01-03T00:00:00Z","","3376574"
"","Repeated DNA Sequences in the Heterochromatic Y Chromosome of Adult Drosophila melanogaster","W. J. Perreault 	B. P. Kaufmann 	H. Gay ","","","","1973-01-03T00:00:00Z","","62356"
"","Negative Supercoiling of DNA Facilitates an Interaction Between Transcription Factor IID and the Fib","Mitsuko Mizutani 	Tsutomu Ohta 	Hajime Watanabe ","","","","1991-01-03T00:00:00Z","","2356056"
"","Protein-DNA binding in the absence of specific base-pair recognition","Ariel Afek 	Joshua L. Schipper 	John Horton ","","","","2014-01-03T00:00:00Z","","43278628"
"","Critical Periods during the in Situ Repair of Radiation-Induced DNA Damage in Rat Cerebellar Neurons","James V. Wierowski 	Rolland R. Thomas 	Paul Ritter ","","","","1982-01-03T00:00:00Z","","3575725"
"","Evidence of Gene Diminution during the Formation of the Macronucleus in the Protozoan, Stylonychia","C. J. Bostock 	D. M. Prescott ","","","","1972-01-03T00:00:00Z","","60999"
"","Preferential and Cooperative Binding of Histone I to Chromosomal Mammalian DNA","Manfred Renz ","","","","1975-01-03T00:00:00Z","","64057"
"","Purification and some Characteristics of 5S DNA from Xenopus laevis","Donald D. Brown 	Pieter C. Wensink 	Eddie Jordan ","","","","1971-01-03T00:00:00Z","","61168"
"","Size and Base Composition of RNA in Supercoiled Plasmid DNA","Peter H. Williams 	Herbert W. Boyer 	Donald R. Helinski ","","","","1973-01-03T00:00:00Z","","62640"
"","Cationic Microparticles: A Potent Delivery System for DNA Vaccines","Manmohan Singh 	Maylene Briones 	Gary Ott ","","","","2000-01-03T00:00:00Z","","121705"
"","Growth-Dependent Expression of Multiple Species of DNA Methyltransferase in Murine Erythroleukemia C","Timothy H. Bestor 	Vernon M. Ingram ","","","","1985-01-03T00:00:00Z","","25239"
"","In situ Preservation of DNA in Plant Specimens","Marla Meeth Pyle 	Robert P. Adams ","","","","1989-01-03T00:00:00Z","","1222632"
"","Covalently Bound VirD2 Protein of Agrobacterium tumefaciens Protects the T-DNA from Exonucleolytic D","Franz Dürrenberger 	Andreas Crameri 	Barbara Hohn ","","","","1989-01-03T00:00:00Z","","35038"
"","The Nature of Residual Escherichia coli DNA after Degradation Induced by Ionizing Radiation","Adrian V. Rake 	Ernest C. Pollard ","","","","1972-01-03T00:00:00Z","","3573493"
"","Identification of a Transient Excision Intermediate at the Crossroads between DNA Polymerase Extensi","Rosanna P. Baker 	Linda J. Reha-Krantz ","","","","1998-01-03T00:00:00Z","","44513"
"","Replication of Colicin E1 Plasmid DNA in Cell Extracts: II. Selective Synthesis of Early Replicative","Yoshimasa Sakakibara 	Jun-Ichi Tomizawa ","","","","1974-01-03T00:00:00Z","","63337"
"","Structure of Nascent Replicative Form DNA of Coliphage M13","Santanu Dasgupta 	Sankar Mitra ","","","","1978-01-03T00:00:00Z","","67595"
"","Sequence Specific Cleavage of DNA by the Antitumor Antibiotics Neocarzinostatin and Bleomycin","Alan D. D'Andrea 	William A. Haseltine ","","","","1978-01-03T00:00:00Z","","68730"
"","Replication of DNA in Mammalian Chromosomes: Isolation of Replicating Segments","J. Herbert Taylor ","","","","1973-01-03T00:00:00Z","","62428"
"","Mechanism of Carcinogenesis by RNA Tumor Viruses, III. Formation of RNA· DNA Complex and Duplex DNA ","Kei Fujinaga 	J. Thomas Parsons 	J. W. Beard ","","","","1970-01-03T00:00:00Z","","60468"
"","Evidence that the AKR Murine-Leukemia-Virus Genome is Complete in DNA of the High-Virus AKR Mouse an","Sisir K. Chattopadhyay 	Douglas R. Lowy 	Natalie M. Teich ","","","","1974-01-03T00:00:00Z","","62729"
"","Unique Primed Start of Phage φ X174 DNA Replication and Mobility of the Primosome in a Direction Opp","Ken-Ichi Arai 	Arthur Kornberg ","","","","1981-01-03T00:00:00Z","","9983"
"","An A-DNA Triplet Code: Thermodynamic Rules for Predicting A- and B-DNA","Beth Basham 	Gary P. Schroth 	P. Shing Ho ","","","","1995-01-03T00:00:00Z","","2367863"
"","Footprints on the Viral DNA Ends in Moloney Murine Leukemia Virus Preintegration Complexes Reflect a","Shui-Qing Wei 	Kiyoshi Mizuuchi 	Robert Craigie ","","","","1998-01-03T00:00:00Z","","45925"
"","Effect of Fv-1 Gene Product on Proviral DNA Formation and Integration in Cells Infected with Murine ","Paul Jolicoeur 	David Baltimore ","","","","1976-01-03T00:00:00Z","","65744"
"","Direct Transfection of Viral and Plasmid DNA into the Liver or Spleen of Mice","Thomas W. Dubensky 	Bruce A. Campbell 	Luis P. Villarreal ","","","","1984-01-03T00:00:00Z","","24741"
"","RNA-Primed DNA Synthesis in vitro","Walter Keller ","","","","1972-01-03T00:00:00Z","","61435"
"","Mammalian DNA Polymerase α Holoenzymes with Possible Functions at the Leading and Lagging Strand of ","Hans-Peter Ottiger 	Ulrich Hübscher ","","","","1984-01-03T00:00:00Z","","24123"
"","Folding of the DNA Double Helix in Chromatin-Like Structures from Simian Virus 40","J. E. Germond 	B. Hirt 	P. Oudet ","","","","1975-01-03T00:00:00Z","","64596"
"","Monoclonal Antibodies to DNA Modified with cis- or trans-Diamminedichloroplatinum(II)","Wesley I. Sundquist 	Stephen J. Lippard 	B. David Stollar ","","","","1987-01-03T00:00:00Z","","30434"
"","Hormone-Responsive Expression of an Endogenous Proviral Gene of Mouse Mammary Tumor Virus after Mole","Nancy E. Hynes 	Nicholas Kennedy 	Ursula Rahmsdorf ","","","","1981-01-03T00:00:00Z","","10108"
"","Sequence Arrangement in Satellite DNA from the Muskmelon","Arnold J. Bendich 	William C. Taylor ","","","","1977-01-03T00:00:00Z","","4264790"
"","The Evolution of Natural Competence: Disentangling Costs and Benefits of Sex in Bacteria","Danesh Moradigaravand 	Jan Engelstädter 	Associate Editor: Peter D. Taylor ","","","","2013-01-03T00:00:00Z","","671909"
"","Function of Chloroplast DNA, I. Hybridization Studies Involving Nuclear and Chloroplast DNA with RNA","K. K. Tewari 	S. G. Wildman ","","","","1968-01-03T00:00:00Z","","58678"
"","DNA Excision-Repair Defect of Xeroderma Pigmentosum Prevents Removal of a Class of Oxygen Free Radic","Masahiko S. Satoh 	Christopher J. Jones 	Richard D. Wood ","","","","1993-01-03T00:00:00Z","","2362386"
"","Cleavage of Simian Virus 40 DNA at a Unique Site by a Bacterial Restriction Enzyme","John F. Morrow 	Paul Berg ","","","","1972-01-03T00:00:00Z","","61604"
"","The Crystal Structure of the Second Z-DNA Binding Domain of Human DAI (ZBP1) in Complex with Z-DNA R","Sung Chul Ha 	Doyoun Kim 	Hye-Yeon Hwang ","","","","2008-01-03T00:00:00Z","","25464966"
"","Expression of Epstein-Barr Virus (EBV) DNA and Cloned DNA Fragments in Human Lymphocytes Following S","David J. Volsky 	Thomas Gross 	Faruk Sinangil ","","","","1984-01-03T00:00:00Z","","24535"
"","Contracts between DNA Gyrase and Its Binding Site on DNA: Features of Symmetry and Asymmetry Reveale","Alan Morrison 	Nicholas R. Cozzarelli ","","","","1981-01-03T00:00:00Z","","9842"
"","p53-Induced DNA Bending and Twisting: p53 Tetramer Binds on the Outer Side of a DNA Loop and Increas","Akhilesh K. Nagaich 	Victor B. Zhurkin 	Stewart R. Durell ","","","","1999-01-03T00:00:00Z","","46981"
"","Chirality Sensing by Escherichia coli Topoisomerase IV and the Mechanism of Type II Topoisomerases","Michael D. Stone 	Zev Bryant 	Nancy J. Crisona ","","","","2003-01-03T00:00:00Z","","3148276"
"","Foreign (M13) DNA Ingested by Mice Reaches Peripheral Leukocytes, Spleen, and Liver Via the Intestin","Rainer Schubbert 	Doris Renz 	Birgit Schmitz ","","","","1997-01-03T00:00:00Z","","41418"
"","Synthesis of a 600-Nucleotide-Long Plus-Strand DNA by Virions of Moloney Murine Leukemia Virus","Sudha Warrier Mitra 	Stephen Goff 	Eli Gilboa ","","","","1979-01-03T00:00:00Z","","70084"
"","Dose-Dependent Preferential Binding of Polycyclic Aromatic Hydrocarbons to Reiterated DNA of Murine ","M. Shoyab ","","","","1978-01-03T00:00:00Z","","68853"
"","Where Is the Balance of Justice?","Ananda M. Chakrabarty ","","","","2011-01-03T00:00:00Z","","bio"
"","Histone, a Suppressor of Chromosomal RNA Synthesis","Ru-Chih C. Huang 	James Bonner ","","","","1962-01-03T00:00:00Z","","71744"
"","DNA End-Joining Catalyzed by Human Cell-Free Extracts","Peter Baumann 	Stephen C. West ","","","","1998-01-03T00:00:00Z","","46490"
"","Investigation of Neutron-Induced Damage in DNA by Atomic Force Microscopy: Experimental Evidence of ","D. Pang 	B. L. Berman 	S. Chasovskikh ","","","","1998-01-03T00:00:00Z","","3579883"
"","A Positive Selection Vector for Cloning High Molecular Weight DNA by the Bacteriophage P1 System: Im","James C. Pierce 	Brian Sauer 	Nat Sternberg ","","","","1992-01-03T00:00:00Z","","2358642"
"","The Use of Ancient DNA in Paleontological Studies","Lori M. Kelman 	Zvi Kelman ","","","","1999-01-03T00:00:00Z","","4523965"
"","Replication of Duplex DNA by Bacteriophage T7 DNA Polymerase and Gene 4 Protein is Accompanied by Hy","Richard Kolodner 	Charles C. Richardson ","","","","1977-01-03T00:00:00Z","","66736"
"","Three Organizations of Human DNA","David Strayer 	N. Heintz 	R. Roeder ","","","","1983-01-03T00:00:00Z","","14464"
"","DNA Primase Activity Associated with DNA Polymerase α from Xenopus laevis Ovaries","Masaki Shioda 	Eric M. Nelson 	Marvin L. Bayne ","","","","1982-01-03T00:00:00Z","","13056"
"","Physical Association of the Human Base-Excision Repair Enzyme Uracil DNA Glycosylase with the 70,000","Gita Seal 	Michael A. Sirover ","","","","1986-01-03T00:00:00Z","","28143"
"","Multiple Rounds of Adenovirus DNA Synthesis in vitro","Marshall S. Horwitz 	Hiroyoshi Ariga ","","","","1981-01-03T00:00:00Z","","9854"
"","Supercoiled Circular DNA-Protein Complex in Escherichia coli: Purification and Induced Conversion to","Don B. Clewell 	Donald R. Helinski ","","","","1969-01-03T00:00:00Z","","59372"
"","Quantitative Estimation of Agrobacterium tumefaciens DNA in Crown Gall Tumor Cells","Karl A. Drlica 	C. I. Kado ","","","","1974-01-03T00:00:00Z","","63856"
"","Quantitative Analysis of the Fate of Exogenous DNA in Nicotiana Protoplasts","Hirofumi Uchimiya 	Toshio Murashige ","","","","1977-01-03T00:00:00Z","","4264723"
"","Initiation of HeLa Cell DNA Synthesis in a Subnuclear System","Gilbert Brun 	Arthur Weissbach ","","","","1978-01-03T00:00:00Z","","68872"
"","T-DNA-Associated Duplication/Translocations in Arabidopsis. Implications for Mutant Analysis and Fun","Frans E. Tax 	Daniel M. Vernon ","","","","2001-01-03T00:00:00Z","","4280026"
"","Host DNA Replication Is Induced by Geminivirus Infection of Differentiated Plant Cells","Steven Nagar 	Linda Hanley-Bowdoin 	Dominique Robertson ","","","","2002-01-03T00:00:00Z","","3871843"
"","A high amount of satellite DNA in the genome of Lupinus angustifolius L.","Katrien Strubbe 	Patrick Van Oostveldt 	Daniel Broekaert ","","","","1982-01-03T00:00:00Z","","23375649"
"","DNA-Dependent Protein Kinase Activity is Absent in xrs-6 Cells: Implications for Site-Specific Recom","Nicholas J. Finnie 	Tanya M. Gottlieb 	Tracy Blunt ","","","","1995-01-03T00:00:00Z","","2366552"
"","Template-Directed Pausing in in vitro DNA Synthesis by DNA Polymerase α from Drosophila melanogaster","Laurie Simon Kaguni 	David A. Clayton ","","","","1982-01-03T00:00:00Z","","11962"
"","An Autoradiographic Study of Bacterial DNA in Lycopersicon esculentum","P. B. GAHAN 	P. ANKER 	M. STROUN ","","","","1973-01-03T00:00:00Z","","42752144"
"","Regulation of Polymerase Exchange between Polη and Polδ by Monoubiquitination of PCNA and the Moveme","Zhihao Zhuang 	Robert E. Johnson 	Lajos Haracska ","","","","2008-01-03T00:00:00Z","","25461609"
"","DNA Bending and Unbending by MutS Govern Mismatch Recognition and Specificity","Hong Wang 	Yong Yang 	Mark J. Schofield ","","","","2003-01-03T00:00:00Z","","3148519"
"","An 8-Oxo-Guanine Repair Pathway Coordinated by MUTYH Glycosylase and DNA Polymerase λ","Barbara van Loon 	Ulrich Hübscher ","","","","2009-01-03T00:00:00Z","","25592985"
"","Interaction of Bacteriophage λ Repressor with Nonoperator DNA Containing Single-Strand Gaps","Raquel Sussman 	James Resnick 	Kathryn Calame ","","","","1978-01-03T00:00:00Z","","68848"
"","Stepwise Biosynthesis in Vitro of Globin Genes from Globin mRNA by DNA Polymerase of Avian Myeloblas","Francois Rougeon 	Bernard Mach ","","","","1976-01-03T00:00:00Z","","66610"
"","Circular Dichroism Analysis of Mononucleosome DNA Conformation","Mary K. Cowman 	Gerald D. Fasman ","","","","1978-01-03T00:00:00Z","","68995"
"","Complex of Linker Histone H5 with the Nucleosome and Its Implications for Chromatin Packing","Li Fan 	Victoria A. Roberts ","","","","2006-01-03T00:00:00Z","","30049251"
"","Cross-over of RNA 3′-phosphate ligase into the DNA world","Shar-yin Naomi Huang 	Yves Pommier ","","","","2013-01-03T00:00:00Z","","23761546"
"","Specific Cleavage of Simian Virus 40 DNA by Restriction Endonuclease of Hemophilus Influenzae","Kathleen Danna 	Daniel Nathans ","","","","1971-01-03T00:00:00Z","","61110"
"","The Solution Structure of the Zα Domain of the Human RNA Editing Enzyme ADAR1 Reveals a Prepositione","Markus Schade 	Christopher J. Turner 	Ronald Kühne ","","","","1999-01-03T00:00:00Z","","49370"
"","Mechanism of Ultraviolet-Induced Mutagenesis: Extent and Fidelity of in vitro DNA Synthesis on Irrad","Giuseppe Villani 	Serge Boiteux 	Miroslav Radman ","","","","1978-01-03T00:00:00Z","","68165"
"","In vitro Evolution of Terminal Protein-Containing Genomes","Jose A. Esteban 	Luis Blanco 	Laurentino Villar ","","","","1997-01-03T00:00:00Z","","41752"
"","Distinctive DNA Conformation with Enlarged Major Groove is Found in Zn- Finger-DNA and Other Protein","Lena Nekludova 	Carl O. Pabo ","","","","1994-01-03T00:00:00Z","","2365196"
"","The C-Terminal Domain of p53 Recognizes DNA Damaged by Ionizing Radiation","Michael Reed 	Birgit Woelker 	Pin Wang ","","","","1995-01-03T00:00:00Z","","2368494"
"","Accumulation of 10-Kilobase DNA Replication Intermediates in Cells Treated with 3-aminobenzamide","Ulf Lönn 	Sigrid Lönn ","","","","1985-01-03T00:00:00Z","","24498"
"","Functional Expression of Cloned Yeast DNA in Escherichia coli","Barry Ratzkin 	John Carbon ","","","","1977-01-03T00:00:00Z","","66214"
"","Structural insight into maintenance methylation by mouse DNA methyltransferase 1 (Dnmt1)","Kohei Takeshita 	Isao Suetake 	Eiki Yamashita ","","","","2011-01-03T00:00:00Z","","25831086"
"","DNA end processing by polynucleotide kinase/phosphatase","Matthew J. Schellenberg 	R. Scott Williams ","","","","2011-01-03T00:00:00Z","","23077146"
"","Multiple Sites of Interaction with Host-Cell DNA in the DNA of Phage λ","Dean B. Cowie 	A. D. Hershey ","","","","1965-01-03T00:00:00Z","","72314"
"","Defective Viral DNA Ameliorates Symptoms of Geminivirus Infection in Transgenic Plants","John Stanley 	Thomas Frischmuth 	Susan Ellwood ","","","","1990-01-03T00:00:00Z","","2356193"
"","DNA-Dependent PK Inhibits Adeno-Associated Virus DNA Integration","Sihong Song 	Yuanqing Lu 	Young-Kook Choi ","","","","2004-01-03T00:00:00Z","","3371403"
"","Replication Protein A Binds to Regulatory Elements in Yeast DNA Repair and DNA Metabolism Genes","Keshav K. Singh 	Leona Samson ","","","","1995-01-03T00:00:00Z","","2367639"
"","Discontinuous Synthesis of DNA during Replication","Arturo Yudelevich 	Barry Ginsberg 	Jerard Hurwitz ","","","","1968-01-03T00:00:00Z","","59001"
"","An Alternative Method of Plant DNA Extraction of Cashew (Anacardium occidentale L.) for Randomly Amp","G. R. Rout 	S. Samal 	S. Nayak ","","","","2002-01-03T00:00:00Z","","24137568"
"","Increased Thermal Stability of Chromatin Containing 5-bromodeoxyuridine-Substituted DNA","John David 	Joel S. Gordon 	William J. Rutter ","","","","1974-01-03T00:00:00Z","","63657"
"","Quantitation of Strand Breaks in Human DNA Using <tex-math>${}^{32}{\rm P}\text{-}Alu$</tex-math> Hy","Sarada C. Prasad 	Jane Boyle 	Anatoly Dritschilo ","","","","1989-01-03T00:00:00Z","","3577359"
"","Molecular and Cytological Characteristics of Nuclear DNA and Chromatin for Angiosperm Systematics: D","Ingrid Capesius 	Walter Nagl ","","","","1978-01-03T00:00:00Z","","23642233"
"","Methylation of the Viral Genome in an in vitro Model of Herpes Simplex Virus Latency","Hagop Youssoufian 	Scott M. Hammer 	Martin S. Hirsch ","","","","1982-01-03T00:00:00Z","","11597"
"","Strandwise translocation of a DNA glycosylase on undamaged DNA","Yan Qi 	Kwangho Nam 	Marie C. Spong ","","","","2012-01-03T00:00:00Z","","41477204"
"","DNA Affinity Cleaving Analysis of Homeodomain-DNA Interaction: Identification of Homeodomain Consens","Zhigang Shang 	Yon W. Ebright 	Nancy Iler ","","","","1994-01-03T00:00:00Z","","2363750"
"","Integration of Human Immunodeficiency Virus Type 1 DNA in vitro","Chris M. Farnet 	William A. Haseltine ","","","","1990-01-03T00:00:00Z","","2354910"
"","Tumorigenic Transformation Induced by a Specific Fragment of DNA from Herpes Simplex Virus Type 2","Raxit J. Jariwalla 	Laure Aurelian 	Paul O. P. Ts'o ","","","","1980-01-03T00:00:00Z","","8645"
"","The Highly Conserved Amino Acid Sequence Motif Tyr-Gly-Asp-Thr-Asp-Ser in α like DNA Polymerases is ","Antonio Bernad 	Jose M. Lazaro 	Margarita Salas ","","","","1990-01-03T00:00:00Z","","2354371"
"","Replication of Bacteriophage φ 29 DNA in vitro: The Roles of Terminal Protein and DNA Polymerase","Kounosuke Watabe 	Mark Leusch 	Junetsu Ito ","","","","1984-01-03T00:00:00Z","","23907"
"","Rotational dynamics of DNA on the nucleosome surface markedly impact accessibility to a DNA repair e","John M. Hinz 	Yesenia Rodriguez 	Michael J. Smerdon ","","","","2010-01-03T00:00:00Z","","25664852"
"","Revealing the competition between peeled ssDNA, melting bubbles, and S-DNA during DNA overstretching","Graeme A. King 	Peter Gross 	Ulrich Bockelmann ","","","","2013-01-03T00:00:00Z","","41992287"
"","DNA-Agar Annealing of Residual DNA after Degradation by Ionizing Radiation","J. Swez 	E. C. Pollard ","","","","1966-01-03T00:00:00Z","","3572026"
"","Complete DNA Methylation Does not Prevent Polyoma and Simian Virus 40 Virus Early Gene Expression","M. Graessmann 	A. Graessmann 	H. Wagner ","","","","1983-01-03T00:00:00Z","","22891"
"","Single-Molecule Measurements of the Opening and Closing of the DNA Gate by Eukaryotic Topoisomerase ","R. Derike Smiley 	Tammy R. L. Collins 	Gordon G. Hammes ","","","","2007-01-03T00:00:00Z","","25427106"
"","Transition State for Protein: DNA Recognition","Diego U. Ferreiro 	Ignacio E. Sánchez 	Gonzalo de Prat Gay ","","","","2008-01-03T00:00:00Z","","25463241"
"","Distinction between Nuclear Satellite DNAs and Chloroplast DNA in Higher Plants","Martin J. Pascoe 	John Ingle ","","","","1978-01-03T00:00:00Z","","4265573"
"","Targeting E2F1--DNA Complexes with Microgonotropen DNA Binding Agents","Shu-Yuan Chiang 	Thomas C. Bruice 	Jane C. Azizkhan ","","","","1997-01-03T00:00:00Z","","41732"
"","Adenoviral Protein-Primed Initiation of DNA Chains in vitro","Joh-E Ikeda 	Takemi Enomoto 	Jerard Hurwitz ","","","","1982-01-03T00:00:00Z","","12151"
"","Early Stages in DNA Binding and Uptake during Genetic Transformation of Pneumococci","Hiroyuki Seto 	Alexander Tomasz ","","","","1974-01-03T00:00:00Z","","63356"
"","Transfecting Deoxyribonucleic Acid of Bacillus Bacteriophage φ 29 that is Protease Sensitive","Hideo Hirokawa ","","","","1972-01-03T00:00:00Z","","61434"
"","Structure of Toroidal DNA Collapsed inside the Phage Capsid","Amélie Leforestier 	Françoise Livolant 	Noel A. Clark ","","","","2009-01-03T00:00:00Z","","40483185"
"","Cernunnos/XLF Promotes the Ligation of Mismatched and Noncohesive DNA Ends","Chun J. Tsai 	Sunny A. Kim 	Gilbert Chu ","","","","2007-01-03T00:00:00Z","","25427582"
"","A Novel Subviral Agent Associated with a Geminivirus: The First Report of a DNA Satellite","Ian B. Dry 	Leslie R. Krake 	Justin E. Rigden ","","","","1997-01-03T00:00:00Z","","42283"
"","Differential Replication of DNA Sequences in Drosophila Chromosomes","Brian B. Spear ","","","","1977-01-03T00:00:00Z","","3882159"
"","Immunohistochemical study of DNA methylation dynamics during plant development","Jitka Zluvova 	Bohuslav Janousek 	Boris Vyskot ","","","","2001-01-03T00:00:00Z","","23697148"
"","Inhibition of DNA Synthesis by an Electrophilic Metabolite of Benzo[a]pyrene","David L. Busbee 	Cheol O. Joe 	James O. Norman ","","","","1984-01-03T00:00:00Z","","23892"
"","Topology of Repeated Sequences: Relationship of Nuclear RNA to the Repeated Sequences of the Main an","G. N. Pagoulatos ","","","","1974-01-03T00:00:00Z","","63853"
"","The selective increase or decrease of organellar DNA in generative cells just after pollen mitosis o","Noriko Nagata 	Chieko Saito 	Atsushi Sakai ","","","","1999-01-03T00:00:00Z","","23385702"
"","Strand Separation and Specific Recombination in Deoxyribonucleic Acids: Physical Chemical Studies","P. Doty 	J. Marmur 	J. Eigner ","","","","1960-01-03T00:00:00Z","","70856"
"","The Influence of Gibberellic Acid on Reassociation Kinetics of DNA of Daucus carota L.","A. Schäfer 	K.-H. Neumann ","","","","1978-01-03T00:00:00Z","","23373583"
"","Infectious DNA of Spleen Necrosis Virus is Integrated at a Single Site in the DNA of Chronically Inf","Narayana Battula 	Howard M. Temin ","","","","1977-01-03T00:00:00Z","","66560"
"","Isolation of an Altered Form of DNA Polymerase I from Escherichia coli Cells Induced for recA/lexA F","David Lackey 	Sharon Wald Krauss 	Stuart Linn ","","","","1982-01-03T00:00:00Z","","12068"
"","Isolation of Human DNA Sequences That Bind to Nuclear Factor I, a Host Protein Involved in Adenoviru","Richard M. Gronostajski 	Kyosuke Nagata 	Jerard Hurwitz ","","","","1984-01-03T00:00:00Z","","24127"
"","Recognition of Duplex DNA Containing Single-Stranded Regions by recA Protein","Stephen C. West 	Era Cassuto 	Jane Mursalim ","","","","1980-01-03T00:00:00Z","","8733"
"","Stable DNA Unwinding, not "Breathing," Accounts for Single-Strand-Specific Nuclease Hypersensitivity","David Kowalski 	Darren A. Natale 	Martha J. Eddy ","","","","1988-01-03T00:00:00Z","","32654"
"","Exchange of DNA Polymerases at the Replication Fork of Bacteriophage T7","Donald E. Johnson 	Masateru Takahashi 	Samir M. Hamdan ","","","","2007-01-03T00:00:00Z","","25427192"
"","Frustration in protein-DNA binding influences conformational switching and target search kinetics","Amir Marcovitz 	Yaakov Levy ","","","","2011-01-03T00:00:00Z","","41352634"
"","Poisoning of Human DNA Topoisomerase I by Ecteinascidin 743, an Anticancer Drug That Selectively Alk","Yuji Takebayashi 	Philippe Pourquier 	Akira Yoshida ","","","","1999-01-03T00:00:00Z","","48035"
"","Biogenesis of Poxviruses: Inactivation of Host DNA Polymerase by a Component of the Invading Inoculu","Beatriz G. T. Pogo 	Samuel Dales ","","","","1973-01-03T00:00:00Z","","62206"
"","Selective Inhibition of Nuclear DNA Synthesis by 9-β -D-arabinofuranosyl Adenine in Rat Cells Transf","Charles Shipman 	Sandra H. Smith 	John C. Drach ","","","","1972-01-03T00:00:00Z","","61886"
"","Synthesis of φ X174 Viral DNA in vitro Depends on φ X Replicative form DNA","Chikako Sumida-Yasumoto 	Jerard Hurwitz ","","","","1977-01-03T00:00:00Z","","67701"
"","Repeat Array in Epstein-Barr Virus DNA is Related to Cell DNA Sequences Interspersed on Human Chromo","Mark Heller 	Ann Henderson 	Elliott Kieff ","","","","1982-01-03T00:00:00Z","","12920"
"","Dimerization and DNA Binding Alter Phosphorylation of Fos and Jun","Cory Abate 	Suzanne J. Baker 	Susan P. Lees-Miller ","","","","1993-01-03T00:00:00Z","","2362587"
"","Inhibition of Homologous Recombination by Variants of the Catalytic Subunit of the DNA-Dependent Pro","Erin Convery 	Euy Kyun Shin 	Qi Ding ","","","","2005-01-03T00:00:00Z","","3374433"
"","Integration and Transcription of Mouse Mammary Tumor Virus DNA in Rat Hepatoma Cells","Gordon M. Ringold 	Peter R. Shank 	Harold E. Varmus ","","","","1979-01-03T00:00:00Z","","69127"
"","DNA Minor Groove-Binding Ligands: A Different Class of Mammalian DNA Topoisomerase I Inhibitors","Allan Y. Chen 	Chiang Yu 	Barbara Gatto ","","","","1993-01-03T00:00:00Z","","2362979"
"","Isolation of Drosophila Proteins That Bind Selectively to Left-Handed Z-DNA","Alfred Nordheim 	Paul Tesser 	Fernando Azorin ","","","","1982-01-03T00:00:00Z","","13183"
